,Acidity,Aftertaste,Aroma,Bag Weight,Balance,Body,Category.One.Defects,Category.Two.Defects,Clean Cup,Color,Company,Country of Origin,Cupper Points,Expiration,Farm Name,Flavor,Grading Date,Harvest Year,ICO Number,In-Country Partner,Mill,Moisture,Number of Bags,Processing Method,Producer,Region,Species,Sweetness,Uniformity,Variety,altitude_high_meters,altitude_low_meters,altitude_mean_meters,quality_score
804,7.5,7.33,7.33,69 kg,7.83,7.5,0,5,10.0,Green,beneficio santa rosa s.a.,Honduras,7.17,"April 30th, 2015",BSR,7.33,"April 30th, 2014",2014,13-123-306,Instituto Hondureño del Café,beneficio santa rosa s.a.,0.11,275,Washed / Wet,BSR,occidental,Arabica,10.0,10.0,Caturra,1400.0,1400.0,1400.0,82.0
805,7.5,7.58,7.33,70 kg,7.58,7.5,0,1,10.0,Green,racafe & cia s.c.a,Colombia,7.17,"September 13th, 2014",,7.33,"September 13th, 2013",2013,3-37-2863,Almacafé,,0.11,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,2000.0,1800.0,1900.0,82.0
806,7.42,7.33,7.42,10 kg,7.5,8.0,0,0,10.0,Bluish-Green,"red on tree co., ltd.",Taiwan,7.42,"June 3rd, 2014",Gao Chun Fang 高醇坊,7.58,"June 3rd, 2013",2012,Taiwan,Specialty Coffee Association,gao chun fang 高醇坊,0.12,30,Washed / Wet,"Lin Huang, A-Mien 黃阿綿","dongshan dist., tainan city 臺南市東山區",Arabica,10.0,9.33,Typica,700.0,600.0,650.0,82.0
807,7.17,7.42,7.33,2 kg,7.42,7.33,0,0,10.0,Blue-Green,café do paraíso,Brazil,7.67,"May 21st, 2014",Café do Paraíso,7.67,"May 21st, 2013",2012,??,Specialty Coffee Association,café do paraíso,0.11,1,Natural / Dry,Café do Paraíso,"minas gerais, br",Arabica,10.0,10.0,Mundo Novo,1183.0,894.0,1038.5,82.0
808,7.5,7.25,7.67,1 kg,7.42,7.42,0,1,10.0,Green,,Mexico,7.42,"July 11th, 2013",LA CEIBA,7.33,"July 11th, 2012",2012,1104355254,AMECAFE,,0.12,15,Washed / Wet,JORGE OCTAVIO ESCAMILLA PRADO,coscomatepec,Arabica,10.0,10.0,Typica,940.0,940.0,940.0,82.0
809,7.5,7.33,7.42,60 kg,7.5,7.33,0,1,10.0,Green,nucoffee,Brazil,7.42,"June 4th, 2013",Campo das Flores,7.5,"June 4th, 2012",2012,002/1251/0237,NUCOFFEE,,0.12,50,Natural / Dry,Vander Bonaccorsi,south of minas,Arabica,10.0,10.0,Mundo Novo,1000.0,1000.0,1000.0,82.0
810,7.5,7.25,7.42,60 kg,7.42,7.5,0,1,10.0,Blue-Green,nucoffee,Brazil,7.42,"April 11th, 2013",São José da Lagoa,7.5,"April 11th, 2012",2012,002/1251/0240,NUCOFFEE,,0.11,75,Semi-washed / Semi-pulped,José Hiroiti,cerrado,Arabica,10.0,10.0,Catuai,1050.0,1050.0,1050.0,82.0
811,7.5,7.33,7.33,1 kg,7.67,7.67,0,3,10.0,Green,"elfasa, s.a.",Guatemala,7.17,"March 26th, 2013",EL FARO,7.33,"March 26th, 2012",2012,11/08/1990,Asociacion Nacional Del Café,,0.11,250,Natural / Dry,PAUL STAUDER,san marcos,Arabica,10.0,10.0,Bourbon,,,,82.0
812,7.5,7.17,7.58,60 kg,7.42,7.5,0,2,10.0,Green,nucoffee,Brazil,7.33,"February 16th, 2013",Santa Mariana/São Vicente,7.5,"February 17th, 2012",2012,001/1251/0253,NUCOFFEE,,0.12,53,Semi-washed / Semi-pulped,Maria da Gloria Junqueira,south of minas,Arabica,10.0,10.0,Mundo Novo,950.0,950.0,950.0,82.0
813,7.42,7.33,7.75,2 kg,7.67,7.75,0,10,10.0,Green,coffee resources inc.,Guatemala,7.42,"January 31st, 2013",Conquista/Morito,7.33,"February 1st, 2012",2012,11/23/0238,Specialty Coffee Association,beneficio ixchel,0.0,250,Washed / Wet,Conquista/Morito,oriente,Arabica,9.33,10.0,Bourbon,1402.08,1402.08,1402.08,82.0
814,7.42,7.08,7.33,70 kg,7.67,7.5,0,2,10.0,,,Colombia,8.0,"July 28th, 2012",,7.0,"July 29th, 2011",Mayo a Julio,3-37-2782,Almacafé,,0.07,150,,"Grupo Monserrate, La Plata",huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,82.0
815,7.58,7.25,7.58,69 kg,7.5,7.58,0,1,10.0,Green,"unex guatemala, s.a.",Guatemala,7.58,"August 22nd, 2018",LA ESPERANZA,7.5,"August 22nd, 2017",2017,11/23/0633,Asociacion Nacional Del Café,beneficio ixchel,0.1,25,Washed / Wet,"AGRICOLA EL PILAR, S.A.",oriente,Arabica,10.0,9.33,Bourbon,1901.0,1901.0,1901.0,81.92
816,7.42,7.25,7.5,69 kg,7.42,7.42,0,0,10.0,Green,"unex guatemala, s.a.",Guatemala,7.42,"June 22nd, 2018",LAS DELICIAS,7.5,"June 22nd, 2017",2017,11/23/0515,Asociacion Nacional Del Café,beneficio ixchel,0.11,50,Washed / Wet,OTTO BECKER,santa rosa,Arabica,10.0,10.0,Bourbon,1219.2,1219.2,1219.2,81.92
817,7.33,7.25,7.58,67 kg,7.5,7.42,0,1,10.0,Green,cigrah s.a de c.v,Honduras,7.33,"June 1st, 2018",Los Hicaques,7.5,"June 1st, 2017",2017,13-111-022,Instituto Hondureño del Café,cigrah s.a de c.v.,0.12,274,Washed / Wet,Reinerio Zepeda,comayagua,Arabica,10.0,10.0,Caturra,1400.0,1400.0,1400.0,81.92
818,7.5,7.33,7.42,59 kg,7.33,7.5,0,4,10.0,Green,volcafe ltda.,Brazil,7.5,"October 26th, 2017",Santa Bárbara,7.33,"October 26th, 2016",2016 / 2017,02 / 143-0 / 0044,Brazil Specialty Coffee Association,copag,0.11,305,Natural / Dry,Múcio Cardoso,monte carmelo,Arabica,10.0,10.0,Catuai,1020.0,1020.0,1020.0,81.92
819,7.5,7.33,7.67,69 kg,7.67,7.5,0,2,10.0,Green,consejo salvadoreño del café,El Salvador,7.33,"May 4th, 2016",La Esperanza,7.58,"May 5th, 2015",2014,09-032-86,Salvadoran Coffee Council,san miguel,0.11,275,Washed / Wet,"Comercial Exportadora, S.A. de C.V.","el balsamo, quezaltepec",Arabica,9.33,10.0,Bourbon,1250.0,1250.0,1250.0,81.92
820,7.83,7.17,7.58,69 kg,7.33,7.17,0,7,10.0,Green,asociación nacional del café - anacafe -,Guatemala,7.25,"April 19th, 2016",LAS CEBOLLAS Y ANEXOS,7.58,"April 20th, 2015",2015,11-973-59,Asociacion Nacional Del Café,la conquista,0.11,275,Washed / Wet,OVIDIO CARDONA,nuevo oriente,Arabica,10.0,10.0,Catuai,1800.0,1300.0,1550.0,81.92
821,7.42,7.33,7.33,60 kg,7.58,7.5,0,4,10.0,Green,mcomafa co. ltd,"Tanzania, United Republic Of",7.42,"January 6th, 2016",Mcomafa Farm No1155GR,7.33,"January 6th, 2015",2014,C13,Africa Fine Coffee Association,mcomafa,0.12,114,Washed / Wet,Mcomafa,mbeya,Arabica,10.0,10.0,Other,1877.0,1877.0,1877.0,81.92
822,7.17,7.25,7.58,5 lbs,7.67,7.5,3,4,10.0,Green,volcafe specialty coffee,Nicaragua,7.33,"July 29th, 2015",,7.42,"July 29th, 2014",2013,17/176/0125B,Specialty Coffee Association,,0.12,275,Washed / Wet,,,Arabica,10.0,10.0,,,,,81.92
823,7.33,7.42,7.67,2 kg,7.42,7.75,1,3,10.0,,lusso coffee lab,Zambia,7.25,"June 20th, 2015",Mubuyu Munali,7.08,"June 20th, 2014",2014,-,Specialty Coffee Association,,0.0,13,Washed / Wet,,mubuyu estate,Arabica,10.0,10.0,SL28,1500.0,1000.0,1250.0,81.92
824,7.58,7.33,7.42,2 kg,7.5,7.33,0,0,10.0,Green,thrive farmers,Honduras,7.42,"January 17th, 2015",,7.33,"January 17th, 2014",2012,13-137-004,Specialty Coffee Association,,0.11,1,Washed / Wet,,,Arabica,10.0,10.0,,,,,81.92
825,7.25,7.42,7.5,30 kg,7.5,7.5,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.25,"December 26th, 2014",Dragon Coffee 龍咖啡,7.5,"December 26th, 2013",2012,,Blossom Valley International,dragon coffee 龍咖啡,0.11,35,Other,Chen gui jiao 陳桂嬌,taichung xinshe 台中市新社區,Arabica,10.0,10.0,Typica,1000.0,1000.0,1000.0,81.92
826,7.58,7.25,7.58,1 kg,7.25,7.5,0,6,10.0,Green,"finca triunfo verde, s.c.",Mexico,7.25,"March 29th, 2014",VARIAS COMUNIDADES,7.5,"March 29th, 2013",2013,2406,AMECAFE,productores de cafes especiales sc,0.12,450,Washed / Wet,VARIOS PRODUCTORES,chiapas,Arabica,10.0,10.0,Bourbon,1300.0,1300.0,1300.0,81.92
827,7.25,7.25,7.5,1 kg,7.5,7.5,2,7,10.0,None,,Mexico,7.42,"September 27th, 2013",PLATANAL,7.5,"September 27th, 2012",2012,1700920709,AMECAFE,en el plan de guadalupe,0.13,10,Semi-washed / Semi-pulped,"PONCE RUBIO, VENANCIO","chapulhuacan, hidalgo",Arabica,10.0,10.0,Typica,981.0,981.0,981.0,81.92
828,7.5,7.25,7.5,1 kg,7.33,7.33,2,8,10.0,None,,Mexico,7.58,"September 27th, 2013",TEXPANCO,7.42,"September 27th, 2012",2012,1702772190,AMECAFE,"en chiatipan, municipio de huazalingo",0.14,10,Washed / Wet,"FRANCISCO SAENZ, FERNANDO","huazalingo, hidalgo",Arabica,10.0,10.0,Mundo Novo,690.0,690.0,690.0,81.92
829,7.58,7.17,7.33,1 kg,7.33,7.42,0,4,10.0,Green,,Mexico,7.5,"July 11th, 2013",LA LAJA,7.58,"July 11th, 2012",2012,1104402366,AMECAFE,la laja pinillos veracruz,0.12,30,Washed / Wet,JUAN HERMILIO SAMPIERI CARCAMO,veracruz,Arabica,10.0,10.0,Other,1650.0,1650.0,1650.0,81.92
830,7.83,7.33,7.67,1 kg,7.5,7.5,0,0,10.0,Green,,Mexico,7.33,"July 11th, 2013",MATA LARGA,7.42,"July 11th, 2012",2012,0,AMECAFE,finca mata larga,0.12,62,Washed / Wet,MODESTO LANDEROS FLORES,fortín de las flores,Arabica,10.0,9.33,Bourbon,1000.0,1000.0,1000.0,81.92
831,7.5,7.25,7.42,60 kg,7.5,7.33,0,3,10.0,Green,nucoffee,Brazil,7.33,"February 28th, 2013",Sitío Corrego da Olaria/São Caetano,7.58,"February 29th, 2012",2012,002/1241/0244,NUCOFFEE,,0.12,8,Natural / Dry,Fioravante Malagutti,grama valley,Arabica,10.0,10.0,Mundo Novo,1100.0,1100.0,1100.0,81.92
832,7.58,7.33,7.67,70 kg,7.33,7.33,0,1,10.0,,,Colombia,7.33,"February 1st, 2012",,7.33,"February 1st, 2011",4T/2010,3-068-141,Almacafé,trilladora bonanza - armenia quindio,0.09,250,,Exportadora de Café Cóndor S.A,cundinamarca,Arabica,10.0,10.0,,1600.0,1600.0,1600.0,81.92
833,7.5,7.25,7.42,69 kg,7.42,7.33,1,1,10.0,Green,"unex guatemala, s.a.",Guatemala,7.42,"August 22nd, 2018",LA ESMERALDA,7.5,"August 22nd, 2017",2017,11/23/0634,Asociacion Nacional Del Café,beneficio ixchel,0.1,25,Washed / Wet,JESUS RAMIREZ,oriente,Arabica,10.0,10.0,Bourbon,157.8864,157.8864,157.8864,81.83
834,7.33,7.5,7.25,46 kg,7.42,7.67,1,4,10.0,Green,bold coast coffee,Costa Rica,7.33,"February 13th, 2018",Estate La Patricia,7.33,"February 13th, 2017",2016,,Specialty Coffee Association,micro beneficio la cabaña-javier meza,0.0,15,Pulped natural / honey,Manuel Montero,tarrazu,Arabica,10.0,10.0,Catuai,1900.0,1900.0,1900.0,81.83
835,7.5,7.42,7.42,59 kg,7.25,7.42,0,3,10.0,Green,volcafe ltda.,Brazil,7.33,"January 20th, 2018",Helena,7.5,"January 20th, 2017",2016,02/0143-0/0292,Brazil Specialty Coffee Association,copag,0.11,200,Natural / Dry,Helena Pingnatti Ricci,monte carmelo,Arabica,10.0,10.0,Mundo Novo,973.0,973.0,973.0,81.83
836,7.75,7.58,7.75,30 kg,7.83,7.92,0,0,10.0,Green,pt. olam indonesia,Indonesia,5.17,"January 19th, 2018",MUDAR,7.83,"January 19th, 2017",2015,015/1969/008,Specialty Coffee Association,pt. olam indonesia,0.11,166,Other,MUDAR,bali,Arabica,10.0,10.0,Other,1250.0,1250.0,1250.0,81.83
837,7.42,7.33,7.58,69 kg,7.25,7.58,2,6,10.0,Green,"unex guatemala, s.a.",Guatemala,7.17,"August 2nd, 2017",CHAPULTEPEC,7.5,"August 2nd, 2016",2015,11/23/0507,Asociacion Nacional Del Café,beneficio ixchel,0.1,130,Washed / Wet,CHAPULTEPEC,norte,Arabica,10.0,10.0,Bourbon,3280.0,3280.0,3280.0,81.83
838,7.5,6.83,7.17,2 kg,7.25,7.75,0,1,10.0,Green,ipanema coffees,Brazil,7.75,"October 7th, 2016",Rio Verde,7.58,"October 8th, 2015",2015/2016,002/4177/0150,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,81.83
839,6.92,6.92,7.58,2 kg,7.5,7.67,0,0,10.0,Green,ipanema coffees,Brazil,8.25,"October 7th, 2016",Rio Verde,7.0,"October 8th, 2015",2015/2016,002/4177/0164,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,300,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,81.83
840,7.42,7.5,7.33,2 kg,7.33,7.33,0,2,10.0,Green,,Myanmar,7.33,"July 16th, 2016",Wat-Ka-Bu,7.58,"July 17th, 2015",2015,unspecified,Coffee Quality Institute,,0.0,1,Washed / Wet,U Mg Mg,ywar ngan,Arabica,10.0,10.0,Catuai,4001.0,4001.0,4001.0,81.83
841,7.5,7.33,7.58,2 kg,7.33,7.17,0,7,10.0,Green,agroindustrias unidas de mexico sa de cv,Mexico,7.42,"June 24th, 2016",RANCHO BONITO,7.5,"June 25th, 2015",2015,,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,rancho bonito,0.11,250,Washed / Wet,MARTINIANO A. MORENO ALVARADO,chiapas,Arabica,10.0,10.0,Catuai,1500.0,1350.0,1425.0,81.83
842,7.5,7.33,7.5,1 kg,7.25,7.42,0,1,10.0,Green,cadexsa,Honduras,7.33,"May 11th, 2016",CERRO BUENO,7.5,"May 12th, 2015",2015,13-63-301,Instituto Hondureño del Café,cadexsa,0.12,275,Washed / Wet,JOSE OMAR ACOSTA,marcala,Arabica,10.0,10.0,Catuai,1400.0,1400.0,1400.0,81.83
843,7.25,7.5,7.67,18975 kg,7.42,7.08,0,0,10.0,Green,"cafetalera internacional cafinter, s.a.",Costa Rica,7.42,"May 6th, 2016",EL PATALILLO,7.5,"May 7th, 2015",2015,5-019-0118,Specialty Coffee Association of Costa Rica,el patalillo,0.09,275,Washed / Wet,JOSE FRANCISCO GONZALEZ,tres rios,Arabica,10.0,10.0,Caturra,1400.0,1200.0,1300.0,81.83
844,7.25,7.17,7.67,5 kg,7.33,7.75,0,0,10.0,Green,taiwan coffee laboratory,Taiwan,7.33,"April 29th, 2016",Gao Chun Fang 高醇坊,7.33,"April 30th, 2015",2014,Taiwan,Specialty Coffee Association,gao chun fang 高醇坊,0.0,8,Washed / Wet,LIN SIN JI 林信吉,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,10.0,Typica,700.0,700.0,700.0,81.83
845,7.33,7.42,7.42,10 kg,7.42,7.42,2,6,10.0,None,essence coffee,Indonesia,7.42,"March 20th, 2016",Dozen small farmer,7.42,"March 21st, 2015",2014,15041753,Blossom Valley International,,0.11,300,Other,,lington nihuta,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,81.83
846,7.33,7.33,7.58,60 kg,7.42,7.33,0,0,10.0,Green,mzuzu coffee planters coop union,Malawi,7.42,"October 31st, 2015",Kakoma,7.42,"October 31st, 2014",2014,2,Africa Fine Coffee Association,mzuzu coffee coop union,0.13,24,Washed / Wet,Mzuzu Coffee Coop Union,kakoma,Arabica,10.0,10.0,Gesha,1556.0,1556.0,1556.0,81.83
847,7.17,7.25,7.33,2 kg,7.33,7.83,0,0,10.0,Green,ipanema coffees,Brazil,7.33,"October 15th, 2015",Rio Verde,7.58,"October 15th, 2014",2014/2015,002/1660/0065,Specialty Coffee Association,ipanema coffees,0.11,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Bourbon,1100.0,1100.0,1100.0,81.83
848,7.33,7.33,7.5,1 kg,7.33,7.33,0,4,10.0,Green,cigrah,Honduras,7.5,"May 16th, 2015",Gran Manzana y el Aguacate,7.5,"May 16th, 2014",2014,13-111-311,Instituto Hondureño del Café,cigrah sps,0.1,275,Natural / Dry,"Tomás Sosa, Juan Damaso",comayagua,Arabica,10.0,10.0,Caturra,1350.0,1350.0,1350.0,81.83
849,7.5,7.25,7.42,2 kg,7.42,7.33,0,0,10.0,Green,globus coffee,Mexico,7.5,"April 26th, 2015",various small farms,7.42,"April 26th, 2014",2014,0016-2814-0002,Specialty Coffee Association,cafe gourmet de sierra azul sc,0.11,280,Washed / Wet,various small producers,"siltepec el triunfo, chiapas, mexico",Arabica,10.0,10.0,Typica,1550.0,1550.0,1550.0,81.83
850,7.42,7.0,7.5,70 kg,7.58,7.5,2,0,10.0,Bluish-Green,racafe & cia s.c.a,Colombia,7.33,"July 19th, 2014",,7.5,"July 19th, 2013",2013,3-37-2547,Almacafé,,0.0,50,Washed / Wet,LA PLATA,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,81.83
851,8.0,7.83,7.83,100 lbs,7.83,7.83,1,1,6.67,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),8.0,"March 6th, 2014",,7.83,"March 6th, 2013",2012,KF315210,Specialty Coffee Association,,0.0,19,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,81.83
852,7.42,7.5,7.75,60 kg,7.75,7.83,0,0,9.33,Bluish-Green,exportadora de cafés carmo de minas ltda,Brazil,7.83,"March 2nd, 2014",SERTAO FARM,7.75,"March 2nd, 2013",2012,002/1352/0159,Specialty Coffee Association,armazens gerais cocarive,0.12,300,Semi-washed / Semi-pulped,NAZARETH DIAS PEREIRA,sul de minas,Arabica,9.33,9.33,Bourbon,1250.0,1250.0,1250.0,81.83
853,7.33,7.33,7.83,69 kg,7.83,7.67,0,1,10.0,Green,"unex guatemala, s.a.",Guatemala,7.5,"February 26th, 2014",EL SACRAMENTO,7.67,"February 26th, 2013",2013,11/23/0397,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,LUIS RODRIGUEZ,oriente,Arabica,9.33,9.33,Bourbon,1310.64,1310.64,1310.64,81.83
854,7.58,7.25,7.83,1 kg,7.33,7.25,0,2,10.0,Green,,Mexico,7.25,"August 31st, 2013",FINCA MUXBAL,7.33,"August 31st, 2012",2012,1506543018,AMECAFE,ecc beneficio veracruz,0.12,302,Washed / Wet,MARIA MAGDALENA LUETHJE Y GRIS,veracruz,Arabica,10.0,10.0,Bourbon,1500.0,1500.0,1500.0,81.83
855,7.5,7.25,7.33,1 kg,7.5,7.5,0,10,10.0,Green,,Mexico,7.42,"July 11th, 2013",EL DESEO,7.33,"July 11th, 2012",2012,1104363377,AMECAFE,beneficio el grande,0.12,15,Semi-washed / Semi-pulped,JORGE FRANCISCO MARTINEZ HACHITY,coatepec,Arabica,10.0,10.0,Typica,1250.0,1250.0,1250.0,81.83
856,7.5,7.25,7.33,60 kg,7.25,7.5,0,2,10.0,,,Brazil,7.33,"October 27th, 2012",Cianorte,7.67,"October 28th, 2011",2011,002/1251/0361,NUCOFFEE,,0.02,58,,Marilsa de Fatima Peternela,cerrado,Arabica,10.0,10.0,Mundo Novo,950.0,900.0,925.0,81.83
857,7.58,7.17,7.58,70 kg,7.33,7.33,0,0,10.0,,,Colombia,7.33,"June 13th, 2012",,7.5,"June 14th, 2011",1t/2011,3-68-0206,Almacafé,triladora bonanza-armenia,0.05,250,,,huila,Arabica,10.0,10.0,,1800.0,1600.0,1700.0,81.83
858,7.67,7.83,7.25,0 lbs,7.75,7.75,3,12,9.33,,,United States (Hawaii),7.33,"May 24th, 2011",Kona Pacific Farmers Cooperative,7.58,"May 24th, 2010",,HDOA 210281,Specialty Coffee Association,kona pacific farmers cooperative,0.02,30,,,kona,Arabica,10.0,9.33,,,,,81.83
859,7.42,7.25,7.5,69 kg,7.33,7.42,0,1,10.0,Green,"unex guatemala, s.a.",Guatemala,7.33,"June 22nd, 2018",LAS MERCEDITAS,7.5,"June 22nd, 2017",2017,11/23/0514,Asociacion Nacional Del Café,beneficio ixchel,0.11,50,Washed / Wet,ANGEL DE LEON,san marcos,Arabica,10.0,10.0,Bourbon,1700.0,1700.0,1700.0,81.75
860,7.5,7.33,7.0,2 kg,7.33,7.5,0,0,10.0,Bluish-Green,"sunvirtue co., ltd.",Vietnam,8.0,"December 20th, 2016",APOLLO Estate,7.08,"December 21st, 2015",2014,,Specialty Coffee Association,apollo estate,0.12,1,Washed / Wet,Richard Yeh,vietnam,Arabica,10.0,10.0,Caturra,1040.0,1040.0,1040.0,81.75
861,7.42,7.42,7.42,60 kg,7.33,7.33,0,4,10.0,Bluish-Green,ngorogoro convenant estate,"Tanzania, United Republic Of",7.42,"January 8th, 2016",Ngorogoro Convenant Estate,7.42,"January 8th, 2015",2014,C15,Africa Fine Coffee Association,ngorogoro convenant estate,0.12,1,Washed / Wet,Ngorogoro Convenant Estate,ngorogoro,Arabica,10.0,10.0,Other,1700.0,1500.0,1600.0,81.75
862,7.25,7.17,7.17,5 lbs,8.25,7.42,0,1,10.0,Bluish-Green,cafe politico,Brazil,7.25,"August 25th, 2015",,7.25,"August 25th, 2014",2013,2-1495-529,Specialty Coffee Association,,0.1,1,Natural / Dry,,,Arabica,10.0,10.0,,,,,81.75
863,7.42,7.33,7.5,1 kg,7.25,7.25,2,9,10.0,None,,Mexico,7.5,"September 27th, 2013",LOS MAGUEYES,7.5,"September 27th, 2012",2012,1702772155,AMECAFE,en santa maria temaxcalapa,0.13,10,Washed / Wet,"PEREZ LEMUS, FELIX","tenango de doria, hidalgo",Arabica,10.0,10.0,Bourbon,774.0,774.0,774.0,81.75
864,7.67,7.17,7.42,1 kg,7.42,7.33,0,23,10.0,Green,,Mexico,7.25,"September 10th, 2013",FINCA TEPICTLA,7.5,"September 10th, 2012",2012,1104372561,AMECAFE,tepictla y xalapa veracruz,0.13,100,Washed / Wet,SERGIO LANDA ALARCON,tepictla,Arabica,10.0,10.0,Mundo Novo,1250.0,1250.0,1250.0,81.75
865,7.58,7.33,7.42,1 kg,7.33,7.33,0,1,10.0,Green,,Mexico,7.25,"September 4th, 2013","ARROYO TRISTE, ARROYO TRISTE, SAN JOSE VISTA HERMOSA",7.5,"September 4th, 2012",2012,"2037240, 2037150,1400213685",AMECAFE,"arroyo triste, arroyo triste, san jose vista hermosa",0.11,42,Washed / Wet,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",oaxaca,Arabica,10.0,10.0,Typica,1100.0,1100.0,1100.0,81.75
866,7.67,7.33,7.33,1 kg,7.25,7.42,10,14,10.0,Green,beneficio custepec s.a. de c.v.,Mexico,7.33,"August 30th, 2013",,7.42,"August 30th, 2012",2012,2676,AMECAFE,finca custepec,0.12,250,Washed / Wet,ARMANDO LUIS POHLENZ MARTINEZ,la concordia,Arabica,10.0,10.0,Caturra,1550.0,1550.0,1550.0,81.75
867,7.33,7.25,7.5,1 kg,7.25,7.67,0,1,10.0,,finca las nubes,Mexico,7.33,"June 6th, 2013",SANTA CRUZ - PANTE DOÑA GRACIELA,7.42,"June 6th, 2012",2012,PCO-031106-CF7,AMECAFE,,0.12,28,Washed / Wet,GRACIELA AGUILAR PERALTA,la concordia,Arabica,10.0,10.0,Typica,1650.0,1650.0,1650.0,81.75
868,7.33,7.33,7.33,70 kg,7.67,7.5,0,1,10.0,Green,exportadora de cafe condor s.a,Colombia,7.17,"December 21st, 2012",,7.42,"December 22nd, 2011",2011,3-68-0059,Almacafé,trilladora bonanza - armenia quindioa,0.0,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,81.75
869,7.08,6.92,7.42,70 kg,8.0,7.25,0,0,10.0,,,Colombia,7.5,"October 3rd, 2012",,7.58,"October 4th, 2011",Mayo a Julio,3-37-2930,Almacafé,,0.08,275,,La Plata,huila,Arabica,10.0,10.0,,1950.0,1600.0,1775.0,81.75
870,7.5,7.25,7.42,60 kg,7.25,7.5,0,5,10.0,Green,ipanema coffees,Brazil,7.25,"October 20th, 2018",Fazenda Capoeirinha,7.5,"October 20th, 2017",2017 / 2018,002/1660/0079,Brazil Specialty Coffee Association,dry mill,0.11,320,Natural / Dry,Ipanema Agricola S.A,south of minas,Arabica,10.0,10.0,Bourbon,890.0,890.0,890.0,81.67
871,7.42,7.08,7.42,69 kg,7.42,7.33,0,1,10.0,Green,"unex guatemala, s.a.",Guatemala,7.58,"August 22nd, 2018",LAS MERCEDITAS,7.42,"August 22nd, 2017",2017,11/23/0640,Asociacion Nacional Del Café,beneficio ixchel,0.1,50,Washed / Wet,ANGEL DE LEON,san marcos,Arabica,10.0,10.0,Bourbon,1700.0,1700.0,1700.0,81.67
872,7.67,7.17,7.42,69 kg,7.42,7.33,0,3,10.0,Green,"unex guatemala, s.a.",Guatemala,7.33,"June 5th, 2018",LA ESMERALDA,7.33,"June 5th, 2017",2017,11/23/0701,Asociacion Nacional Del Café,beneficio ixchel,0.12,80,Washed / Wet,JESUS RAMIREZ,santa rosa,Arabica,10.0,10.0,Bourbon,1219.2,1219.2,1219.2,81.67
873,7.33,7.33,7.58,69 kg,7.25,7.42,0,2,10.0,Blue-Green,cadexsa,Honduras,7.25,"May 2nd, 2017",BETHEL,7.5,"May 2nd, 2016",2016,13-63-174,Instituto Hondureño del Café,dry mill,0.11,275,Washed / Wet,JOSE OMAR ACOSTA,marcala,Arabica,10.0,10.0,Catuai,1450.0,1450.0,1450.0,81.67
874,7.42,7.33,7.17,60 kg,7.33,7.5,0,1,10.0,Green,volcafe/taylorwinch tanzania ltd,"Tanzania, United Republic Of",7.58,"April 27th, 2017",Ngima,7.33,"April 27th, 2016",2016,033/0004/0191,Tanzanian Coffee Board,dae ltd,0.0,320,,Ngima Amcos,mbinga,Arabica,10.0,10.0,,1800.0,1800.0,1800.0,81.67
875,7.25,7.25,7.58,69 kg,7.25,7.5,0,1,10.0,Green,"comercial internacional exportadora, s.a.",Nicaragua,7.33,"March 11th, 2017",Santa Matilde,7.5,"March 11th, 2016",,017/001/534,Instituto Hondureño del Café,dry mill,0.1,275,,Rolando Lacayo Cardenal,jinotega,Arabica,10.0,10.0,,,,,81.67
876,7.67,7.75,7.75,70 kg,7.83,5.25,0,1,10.0,,racafe & cia s.c.a,Colombia,7.67,"January 20th, 2017",,7.75,"January 21st, 2016",2016,3-37,Almacafé,bachue,0.0,165,,,la plata,Arabica,10.0,10.0,,,,,81.67
877,7.42,6.92,7.25,2 kg,7.58,7.5,0,0,10.0,Green,ipanema coffees,Brazil,7.25,"October 7th, 2016",Rio Verde,7.75,"October 8th, 2015",2015/2016,002/4177/0150,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,81.67
